city_id,hotel_name,description,score,price,url,lat,lon
14,FASTHOTEL A Dijon,"Installé à côté des autoroutes A6, A31, A38 et A39, le FASTHOTEL A Dijon vous accueille à 10 minutes en voiture du centre-ville de Dijon. Le parc des expositions et des congrès de la ville vous attend à seulement 3,5 km.

Il propose des chambres dotées d’une salle de bains privative, d’une télévision à écran plat et d’une connexion Wi-Fi gratuite.

Le restaurant sur place sert un petit-déjeuner continental et une cuisine régionale. Lors de votre séjour, vous pourrez vous détendre sur la terrasse qui donne sur le jardin fleuri. L'hôtel met également à votre disposition un distributeur automatique.

L’aéroport de Dijon-Bourgogne et la gare SNCF sont accessibles en seulement 10 minutes de route. Un parking gratuit est disponible sur place. Sous réserve de disponibilité, le FASTHOTEL A Dijon peut organiser un service de navette depuis et vers l’aéroport ou la gare.",6.1,46,https://www.booking.com/hotel/fr/fast.fr.html,47.34941205,5.07348821
7,L'Oratoire,"Situé à 500 mètres de la gare d'Amiens, à 3,7 km du Zénith d'Amiens et à 700 mètres du parc des jardins flottants, L'Oratoire propose un hébergement à Amiens. Lors de votre séjour dans cet appartement récemment rénové datant de 1950, vous bénéficierez d'une connexion Wi-Fi gratuite. Une bagagerie et un service de concierge sont également à votre disposition.

Tous les logements comprennent un coin salon, une télévision à écran plat, une cuisine entièrement équipée, un coin repas et une salle de bains privative. Certains possèdent une terrasse ou un balcon. Un micro-ondes, un réfrigérateur, des ustensiles de cuisine et une machine à café sont également fournis. Le linge de lit et les serviettes sont fournis.

Un service de location de voitures est assuré sur place.

Le musée de Berny et le tribunal de grande instance d'Amiens se trouvent à 400 mètres. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 66 km.",8.0,78,https://www.booking.com/hotel/fr/oratoire-amiens.fr.html,49.8930114,2.3058662
14,B&B HOTEL Dijon Centre,"Le B & B Hôtel Dijon Centre est situé à Dijon, à 2 km du parc des expositions Dijon Congrexpo et à 5 km du Zénith de la ville. Cet hôtel 2 étoiles propose des chambres avec la climatisation, une connexion Wi-Fi gratuite et une vue sur la ville.

Toutes les chambres comprennent aussi une télévision par câble à écran plat et un bureau. Certaines possèdent un balcon. Leur salle de bains privative est pourvue d'une douche.

Chaque matin, vous dégusterez un petit-déjeuner buffet.

Les langues parlées à la réception comprennent l'allemand, l'anglais et l'espagnol.

Vous séjournerez à 13 minutes à pied des jardins botaniques de l'Arquebuse. L'aéroport de Dole-Jura se trouve quant à lui à 50 km du B & B Hôtel Dijon Centre.",7.7,89,https://www.booking.com/hotel/fr/b-amp-b-dijon-centre.fr.html,47.32281707,5.03688532
9,Hotel Victoria,"L'hôtel vous accueille dans une atmosphère chaleureuse et bénéficie d'un emplacement de choix dans le centre-ville, près des berges de l'Ill et du quartier historique de la Petite France, à deux pas de la gare ferroviaire.

L'hôtel Victoria est bien desservi par les transports en commun (tramway, bus et navettes pour Francfort et Bâle-Mulhouse)

L'hôtel est le point de départ idéal pour découvrir la Petite France, la cathédrale ainsi que les musées.",7.9,115,https://www.booking.com/hotel/fr/hotelvictoria.fr.html,48.58387581,7.73722887
15,Impérial Palace,"Situé au cœur des Alpes françaises, l'Impérial Palace est un hôtel 4 étoiles au bord du lac d'Annecy, à environ 1,5 km du centre d'Annecy. Il propose des hébergements climatisés, un spa et un casino. La connexion Wi-Fi est gratuite.

Toutes les chambres sont dotées d'un minibar et d'une télévision par satellite à écran plat. La plupart sont pourvues d'un balcon offrant une vue sur le lac et les montagnes environnantes ou le parc. Un plateau de courtoisie avec du thé est prévu dans chaque chambre.

Sur place, le restaurant gastronomique La Voile prépare une cuisine française traditionnelle. Les repas sont servis sur une terrasse ombragée surplombant le lac. Le restaurant La Brasserie vous accueille quant à lui dans un cadre plus décontracté. L'établissement comporte également un bar et un salon où vous dégusterez des pâtisseries faites maison, des collations et un petit-déjeuner buffet complet.

Le spa sur place de 600 m² compte une piscine, une douche sensorielle, un sauna, un hammam, une fontaine de glace, une baignoire spa et des salles de soins privées. De plus, l'Impérial Palace possède un centre d'affaires.

Le stationnement privé sur place est gratuit. Des bornes de recharge pour véhicules électriques sont présentes. L'aéroport international de Genève est installé à 40 km et la gare ferroviaire d'Annecy à 1,5 km. Le château d'Annecy est à 2 km.",8.6,198,https://www.booking.com/hotel/fr/imperial-palace.fr.html,45.90374699,6.14469409
12,Charmant logement avec balnéo,"Situé à 3,6 km de la gare de Colmar, le Charmant logement avec balnéo propose un hébergement avec connexion Wi-Fi et parking privé gratuits. Il se trouve à environ 4,7 km de la collégiale Saint-Martin, à 7,5 km du parc des expositions Colmar Expo et à 32 km du château du Haut Koenigsbourg. Cet établissement non-fumeurs se trouve à 4,3 km de la Maison des Têtes.

Cet appartement comprend une chambre, un salon, une cuisine entièrement équipée avec un lave-vaisselle et une machine à café ainsi qu'une salle de bains pourvue d'un jacuzzi et de chaussons. Les serviettes et le linge de lit sont fournis. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.

Vous séjournerez à 42 km du parc des expositions de Mulhouse et à 44 km de la gare de Mulhouse. L'aéroport le plus proche, celui de Bâle-Mulhouse-Fribourg, est situé à 58 km.",9.4,207,https://www.booking.com/hotel/fr/charmant-logement-avec-balneo.fr.html,48.0681157,7.3119156
7,WHITE HOUSE DHAVERNAS - PROCHE CENTRE - PARKING - WIFi HD,"Offrant une vue sur la cour intérieure, le WHITE HOUSE DHAVERNAS - PROCHE CENTRE - PARKING - WIFi HD est un hébergement situé à Amiens, à 1,5 km de la gare et à 3,6 km du Zénith. Cet appartement dispose d'un parking privé gratuit et d'un service de sécurité d'une journée. Il propose des chambres familiales.

Tous les logements comprennent une télévision par câble à écran plat, du matériel de repassage, une armoire, un coin salon avec un canapé ainsi qu'une cuisine entièrement équipée avec un lave-vaisselle et un four. Tous les logements disposent d'une machine à café, d'une salle de bains privative et d'une connexion Wi-Fi gratuite. Certains comprennent une terrasse et certains offrent une vue sur la ville. Le linge de lit et les serviettes sont fournis.

Vous pourrez pratiquer diverses activités à Amiens et dans ses environs, telles que le vélo, la marche et la tournée des bars.

Le musée de Berny se trouve à 1,6 km du WHITE HOUSE DHAVERNAS - PROCHE CENTRE - PARKING - WIFi HD, tandis que le parc des jardins flottants est à 2,2 km. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 64 km.",8.6,179,https://www.booking.com/hotel/fr/white-house-dhavernas.fr.html,49.8814696,2.2998714
12,Deluxe Design - City Center Cosy Apartments,"Situé à Colmar, à proximité de la gare de Colmar, de la Maison des Têtes et de la collégiale Saint-Martin, Le Deluxe Design - City Center Cosy Apartments possède un jardin. Cet appartement climatisé dispose d'une terrasse. Cet appartement 3 étoiles dispose d'une entrée privée.

Tous les logements comprennent une télévision par câble à écran plat, du matériel de repassage, un bureau, un coin salon avec un canapé ainsi qu'une cuisine entièrement équipée avec un lave-vaisselle et un four. Leur salle de bains privative est pourvue d'une douche et d'un sèche-cheveux. Le linge de lit et les serviettes sont fournis.

Vous séjournerez à 3,7 km du parc des expositions Colmar Expo et à 28 km du château du Haut Koenigsbourg. L'aéroport le plus proche, celui de Bâle-Mulhouse-Fribourg, est situé à 56 km.",9.1,203,https://www.booking.com/hotel/fr/deluxe-design-city-center-cosy-apartments.fr.html,48.07536124,7.3470819
12,Chambres Suite d'Hôte Divine Providence,"Situé à Wintzenheim, à moins de 5,4 km de la gare de Colmar et à 6 km de la Maison des Têtes, l'établissement Chambres Suite d'Hôte Divine Providence propose des hébergements avec un coin salon. Offrant une vue paisible sur la rue, il se trouve à 6,5 km de la collégiale Saint-Martin. Doté d'une entrée privée, ce Bed & Breakfast vous permettra de préserver votre intimité.

Tous les logements comprennent la climatisation, une télévision par câble à écran plat, un réfrigérateur, une machine à café, une douche à l'italienne, un sèche-cheveux et une armoire. Les logements comprennent une salle de bains privative et une connexion Wi-Fi gratuite. Certains possèdent un balcon. Le linge de lit et les serviettes de toilette sont fournis.

Vous séjournerez à 7,8 km du parc des expositions Colmar Expo et à 32 km du château du Haut Koenigsbourg. L'aéroport de Bâle-Mulhouse-Fribourg, le plus proche, est implanté à 59 km.",9.2,130,https://www.booking.com/hotel/fr/chambres-suite-d-hote-divine-providence.fr.html,48.0724555,7.2902975
12,"Duplex Saint Lustre, view over castle and storks, 5 mn from Colmar","Offrant une vue sur la ville, le 4 bedrooms luxury apartment for 10p in Eguisheim, 10 mn from Colmar est situé en plein cœur du marché de Noël d'Eguisheim. Il propose un hébergement avec un balcon et une bouilloire.

L'appartement comprend 4 chambres, une télévision par câble à écran plat ainsi qu'une cuisine entièrement équipée avec un lave-vaisselle, un micro-ondes, un lave-linge, un réfrigérateur et un four.

L'aéroport de Bâle-Mulhouse-Fribourg, le plus proche, est implanté à 58 km.",8.5,843,https://www.booking.com/hotel/fr/4-bedrooms-luxury-appartment-for-10p-in-eguisheim-10-mn-from-colmar.fr.html,48.0426719,7.3055657
12,The Chill Bus Hôtel Eguisheim,"Doté d'une terrasse et offrant une vue sur la montagne, l'établissement The Chill Bus Hôtel Eguisheim est situé à Eguisheim, à 5,5 km de la gare de Colmar et à 6,2 km de la Maison des Têtes. Ce Bed & Breakfast se trouve à 34 km du château du Haut Koenigsbourg et à 39 km du parc des expositions de Mulhouse.

Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 6,6 km de la collégiale Saint-Martin et à 9,3 km du parc des expositions Colmar Expo. L'aéroport le plus proche, celui de Bâle-Mulhouse-Fribourg, est situé à 54 km.",,652,https://www.booking.com/hotel/fr/the-chill-bus-eguisheim.fr.html,48.04783496,7.3061648
12,Chabi Cottage Gîte au coeur d'Eguisheim,"Located in Eguisheim in the Alsace region, Chabi Cottage Gîte au coeur d'Eguisheim features a balcony and city views. The property is situated 6.8 km from House of the Heads, 7.3 km from Saint-Martin Collegiate Church and 10 km from Colmar Expo. Free WiFi is available throughout the property and Colmar Train Station is 5.9 km away.

The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a walk-in shower and a hair dryer. Towels and bed linen are provided in the apartment. For added privacy, the accommodation has a private entrance and soundproofing.

Le Haut Koenigsbourg Castle is 35 km from the apartment, while Parc Expo Mulhouse is 39 km away. The nearest airport is EuroAirport Basel–Mulhouse–Freiburg Airport, 54 km from Chabi Cottage Gîte au coeur d'Eguisheim.",,104,https://www.booking.com/hotel/fr/chabi-cottage-gite-au-coeur-d-eguisheim-eguisheim.fr.html,48.0416994,7.30465011
12,Appartement de 3 chambres avec terrasse amenagee et wifi a Eguisheim,"Situé à 6,9 km de la collégiale Saint-Martin, à 10 km de Colmar Expo et à 35 km du château du Haut Koenigsbourg, l'Appartement de 3 chambres avec terrasse amenagee et wifi a Eguisheim propose un hébergement à Eguisheim. Doté d'un parking privé gratuit, l'établissement se trouve à 5,6 km de la gare de Colmar et à 6,5 km de la Maison des Têtes.

Doté d'une connexion Wi-Fi gratuite, cet appartement de 3 chambres dispose d'une télévision par satellite, d'un lave-linge et d'une cuisine avec lave-vaisselle et four.

Vous séjournerez à 39 km du parc des expositions de Mulhouse et à 41 km de la gare. L'aéroport le plus proche, celui de Bâle-Mulhouse-Fribourg, est situé à 54 km.",9.0,767,https://www.booking.com/hotel/fr/apartment-place-du-chateau-saint-leon.fr.html,48.0424804,7.3066161
12,Le gîte de Ninon et Léon.,"Le gîte de Ninon et Léon.Doté d'un jardin et d'un barbecue, l'établissement est situé à Eguisheim, à 6,4 km de la collégiale Saint-Martin, à 9 km de Colmar Expo et à 34 km du château du Haut Koenigsbourg. Situé à 5,2 km de la gare de Colmar, l'établissement met gratuitement à votre disposition des vélos et un parking privé. Cet établissement non-fumeurs se trouve à 5,9 km de la Maison des Têtes.

Offrant une vue sur la montagne, cet appartement comprend une terrasse, une chambre, un salon, une télévision à écran plat, une kitchenette équipée avec un micro-ondes et un réfrigérateur, ainsi qu'une salle de bains pourvue d'une douche à l'italienne. Les serviettes et le linge de lit sont fournis. L'établissement possède un coin repas extérieur.

Vous séjournerez à 39 km du parc des expositions de Mulhouse et à 42 km de la gare de Mulhouse. L'aéroport le plus proche, celui de Bâle-Mulhouse-Fribourg, est situé à 54 km.",8.9,125,https://www.booking.com/hotel/fr/le-gite-de-ninon-et-leon.fr.html,48.049874,7.307301
12,Chabi Chalet Gîte au coeur d'Eguisheim,"Bénéficiant d'une terrasse et d'une vue calme sur la rue, Le Chabi Chalet Gîte au coeur d'Eguisheim est situé à Eguisheim, à 6,8 km de la Maison des Têtes et à 7,2 km de la collégiale Saint-Martin. Offrant une vue sur la montagne et la ville, il dispose également d'une connexion Wi-Fi gratuite. Cet établissement non-fumeurs se trouve à 5,9 km de la gare de Colmar.

Cet appartement climatisé comprend 2 chambres, un salon, une cuisine entièrement équipée avec lave-vaisselle et machine à café ainsi qu'une salle de bains pourvue d'une douche à l'italienne et d'un sèche-cheveux. Les serviettes et le linge de lit sont fournis. Pour plus d'intimité, l'hébergement insonorisé dispose d'une entrée privée.

Vous séjournerez à 10 km du parc des expositions Colmar Expo et à 35 km du château du Haut Koenigsbourg. L'aéroport le plus proche, celui de Bâle-Mulhouse-Fribourg, est situé à 54 km. au coeur d'Eguisheim.",,119,https://www.booking.com/hotel/fr/chez-chabi-gites-au-coeur-d-eguisheim.fr.html,48.04173114,7.30466622
12,Chambre Pastis,"Située à Eguisheim, à 6,1 km de la Maison des Têtes et à 6,6 km de la collégiale Saint-Martin, la Chambre Pastis dispose de la climatisation. Offrant une vue sur la ville, il se trouve à 9,2 km du parc des expositions Colmar Expo et à 33 km du château du Haut Koenigsbourg. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et la gare de Colmar se trouve à 5,3 km.

Ce Bed & Breakfast est équipé d'une télévision à écran plat. Les serviettes et le linge de lit sont fournis. Cet établissement est non-fumeurs.

Vous séjournerez à 38 km du parc des expositions de Mulhouse et à 41 km de la gare de Mulhouse. L'aéroport le plus proche, celui de Bâle-Mulhouse-Fribourg, est situé à 54 km.",8.5,76,https://www.booking.com/hotel/fr/pastis-eguisheim.fr.html,48.0424275,7.308131
12,Chambre Super Broussard,"Située à Eguisheim, à 6,1 km de la Maison des Têtes et à 6,6 km de la collégiale Saint-Martin, la Chambre Super Broussard dispose de la climatisation. Vous séjournerez à 9,2 km du parc des expositions Colmar Expo, à 33 km du château du Haut Koenigsbourg et à 38 km du parc des expositions de Mulhouse. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et la gare de Colmar se trouve à 5,3 km.

Cette maison d'hôtes est équipée d'une télévision à écran plat. Cet établissement est non-fumeurs.

La gare de Mulhouse se trouve à 41 km de la maison d'hôtes. L'aéroport le plus proche, celui de Bâle-Mulhouse-Fribourg, est situé à 54 km.",9.2,76,https://www.booking.com/hotel/fr/chambre-super-broussard.fr.html,48.0424275,7.308131
12,Chambre Rose des Vents,"Située à Eguisheim, à 6,1 km de la Maison des Têtes et à 6,6 km de la collégiale Saint-Martin, la Chambre Rose des Vents dispose de la climatisation. Offrant une vue sur la ville, il se trouve à 9,2 km du parc des expositions Colmar Expo et à 33 km du château du Haut Koenigsbourg. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et la gare de Colmar se trouve à 5,3 km.

Cette chambre d'hôtes dispose d'une télévision à écran plat. Les serviettes et le linge de lit sont fournis. Cet établissement est non-fumeurs.

Vous séjournerez à 38 km du parc des expositions de Mulhouse et à 41 km de la gare de Mulhouse. L'aéroport le plus proche, celui de Bâle-Mulhouse-Fribourg, est situé à 54 km.",10.0,85,https://www.booking.com/hotel/fr/rose-des-vents-eguisheim.fr.html,48.0424275,7.308131
12,Hôtel L'Auberge Alsacienne,"Situé dans le village d'Eguisheim, en Alsace, l'Hôtel L'Auberge Alsacienne propose des chambres modernes avec salle de bains privative et un restaurant traditionnel. La connexion Wi-Fi est gratuite dans l'ensemble de l'hôtel.

Les chambres insonorisées comprennent une télévision par satellite à écran plat. Un sèche-cheveux et des articles de toilette gratuits sont également fournis.

Un petit-déjeuner buffet vous sera servi tous les matins dans la salle à manger. Le restaurant de l'hôtel propose une cuisine typiquement alsacienne avec des menus à la carte.

Le centre d'Eguisheim se trouve à seulement 300 mètres et la gare SNCF de Colmar est à 6 km. La frontière allemande est très proche et Fribourg est accessible en 1 heure de route.",8.5,137,https://www.booking.com/hotel/fr/ha-tel-restaurant-l-auberge-alsacienne.fr.html,48.04223841,7.30916776
12,"James Vignoble Hôtel, Eguisheim","Le James Vignoble Hôtel, Eguisheim se trouve au cœur des vignobles d'Eguisheim. L’établissement offre une vue spectaculaire sur la Forêt-Noire.

L'établissement est équipé de 2 piscines dont une extérieure chauffée à 29°C (fermée en hiver, ouverte selon les conditions climatiques et les saisons). Vous accéderez à l’espace détente de l’établissement, avec piscine intérieure chauffée à 29° C. Il est également doté d’un jacuzzi et d’un sauna panoramique, dont vous pourrez profiter moyennant des frais supplémentaires. Vous pourrez vous procurer des peignoirs, des serviettes et des tongs à la réception, moyennant des frais supplémentaires.

Les 31 chambres meublées sont pourvues d’une salle de bains privative. Chaque chambre est équipée d'une télévision, d'un téléphone, de la climatisation et d'un minibar.

Un petit-déjeuner buffet, composé de mets sucrés et salés, est servi tous les matins. Le petit-déjeuner doit être réservé à l’arrivée. Une connexion Wi-Fi est disponible gratuitement dans l’ensemble de l’établissement.

Un supplément de 8 EUR par jour s’applique pour le parking sur place. Vous trouverez plusieurs restaurants à moins de 5 minutes de marche de l’hôtel. Le marché de Noël d’Eguisheim se trouve à 500 mètres.

L'espace bien-être est ouvert de 8h00 à 20h00. Cet espace privé est accessible moyennant des frais supplémentaires de 4 EUR pour les enfants de 7 à 12 ans et de 11 EUR pour les personnes de 13 ans et plus. Des peignoirs, des serviettes et des tongs sont à votre disposition pour vous permettre de profiter d’un moment de détente.",8.5,148,https://www.booking.com/hotel/fr/james-vignoble-eguisheim.fr.html,48.04496277,7.30157845
12,"The Originals Boutique, Hôtel La Ferme du Pape, Eguisheim","Le The Originals Boutique, Hôtel La Ferme du Pape, Eguisheim vous accueille à l'entrée d'un charmant village au cœur des vignobles, dans une région gastronomique, à 8 km de Colmar.

Les chambres à la décoration traditionnelle du The Originals Boutique, Hôtel La Ferme du Pape, Eguisheim sont dotées d'installations modernes, telles qu'une connexion Wi-Fi gratuite.

Le The Originals Boutique, Hôtel La Ferme du Pape, Eguisheim présente une terrasse ombragée, où vous pourrez savourer des spécialités locales accompagnées de vins de la région.

L'établissement comporte un ascenseur, un parking privé gratuit et des installations pour les personnes à mobilité réduite. Le parcours de golf et les courts de tennis se trouvent à 5 km. Vous rejoindrez la piscine de la ville à 6 km.",7.8,79,https://www.booking.com/hotel/fr/hostellerie-du-pape.fr.html,48.04228862,7.3094514
15,Icône Hôtel - Annecy,"Situé dans le centre-ville d'Annecy, à 10 minutes à pied du lac d'Annecy et à 33 km de la station de ski de La Clusaz, l'Icône Hôtel- Annecy vous propose un salon commun, une bagagerie et une connexion Wi-Fi gratuite.

Offrant une vue sur la ville, les chambres de l'Icône Hôtel- Annecy disposent d'une télévision à écran plat, ainsi que d'une salle de bains pourvue d'une baignoire ou d'une douche. Elles comprennent également un bureau, une armoire et des articles de toilette gratuits. Le petit-déjeuner pourra par ailleurs vous être servi dans le confort de votre chambre moyennant un supplément.

D'autre part, l'Icône Hôtel- Annecy vous accueille à moins de 1 km de restaurants et de magasins, ainsi qu'à 650 mètres de la gare ferroviaire d'Annecy. Enfin, l'aéroport international de Genève est installé à 40 minutes de route de l'établissement.",7.7,120,https://www.booking.com/hotel/fr/ica-ne.fr.html,45.89714929,6.12265885
